Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS1,Chrome 126.0.0.0,,,22-06-2024 00:11:44,22-06-2024 00:12:22,37.728s,PASSED
,,,,,,,
Test Cases/TCs_W/checkpoint,Chrome 126.0.0.0,,,22-06-2024 00:11:44,22-06-2024 00:12:07,22.535s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,22-06-2024 00:11:44,22-06-2024 00:11:46,1.592s,PASSED
"navigateToUrl(""https://academy.katalon.com/"")",Chrome 126.0.0.0,,,22-06-2024 00:11:46,22-06-2024 00:11:53,7.277s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 1"")",Chrome 126.0.0.0,,,22-06-2024 00:11:53,22-06-2024 00:11:56,2.426s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 2 "")",Chrome 126.0.0.0,,,22-06-2024 00:11:56,22-06-2024 00:11:56,0.805s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 3"")",Chrome 126.0.0.0,,,22-06-2024 00:11:56,22-06-2024 00:11:57,0.693s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 4"")",Chrome 126.0.0.0,,,22-06-2024 00:11:57,22-06-2024 00:11:58,0.658s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 5"")",Chrome 126.0.0.0,,,22-06-2024 00:11:58,22-06-2024 00:11:58,0.664s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 6"")",Chrome 126.0.0.0,,,22-06-2024 00:11:58,22-06-2024 00:11:59,0.633s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 7"")",Chrome 126.0.0.0,,,22-06-2024 00:11:59,22-06-2024 00:12:00,0.658s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 8 "")",Chrome 126.0.0.0,,,22-06-2024 00:12:00,22-06-2024 00:12:00,0.633s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport9"")",Chrome 126.0.0.0,,,22-06-2024 00:12:00,22-06-2024 00:12:01,0.637s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 10"")",Chrome 126.0.0.0,,,22-06-2024 00:12:01,22-06-2024 00:12:02,0.620s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport11"")",Chrome 126.0.0.0,,,22-06-2024 00:12:02,22-06-2024 00:12:02,0.624s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport12"")",Chrome 126.0.0.0,,,22-06-2024 00:12:02,22-06-2024 00:12:03,0.640s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport13"")",Chrome 126.0.0.0,,,22-06-2024 00:12:03,22-06-2024 00:12:04,0.630s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport14"")",Chrome 126.0.0.0,,,22-06-2024 00:12:04,22-06-2024 00:12:04,0.609s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport15"")",Chrome 126.0.0.0,,,22-06-2024 00:12:04,22-06-2024 00:12:05,0.613s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport16"")",Chrome 126.0.0.0,,,22-06-2024 00:12:05,22-06-2024 00:12:05,0.628s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport17"")",Chrome 126.0.0.0,,,22-06-2024 00:12:05,22-06-2024 00:12:06,0.643s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport16"")",Chrome 126.0.0.0,,,22-06-2024 00:12:06,22-06-2024 00:12:07,0.610s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,22-06-2024 00:12:07,22-06-2024 00:12:07,0.115s,PASSED
,,,,,,,
Test Cases/TCs_W/request,Chrome 126.0.0.0,,,22-06-2024 00:12:07,22-06-2024 00:12:08,1.273s,PASSED
"sendRequest(findTestObject(""New Request""))",Chrome 126.0.0.0,,,22-06-2024 00:12:07,22-06-2024 00:12:08,1.243s,PASSED
,,,,,,,
Test Cases/TCs_W/TC26,Chrome 126.0.0.0,,,22-06-2024 00:12:08,22-06-2024 00:12:09,0.864s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,22-06-2024 00:12:08,22-06-2024 00:12:09,0.747s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,22-06-2024 00:12:09,22-06-2024 00:12:09,0.094s,PASSED
,,,,,,,
Test Cases/TCs_W/TC27,Chrome 126.0.0.0,,,22-06-2024 00:12:09,22-06-2024 00:12:10,0.808s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,22-06-2024 00:12:09,22-06-2024 00:12:10,0.703s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,22-06-2024 00:12:10,22-06-2024 00:12:10,0.092s,PASSED
,,,,,,,
