Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS2,Chrome 126.0.0.0,,,22-06-2024 00:08:18,22-06-2024 00:08:49,30.788s,PASSED
,,,,,,,
Test Cases/TCs_W/checkpoint,Chrome 126.0.0.0,,,22-06-2024 00:08:18,22-06-2024 00:08:39,21.596s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,22-06-2024 00:08:18,22-06-2024 00:08:20,1.645s,PASSED
"navigateToUrl(""https://academy.katalon.com/"")",Chrome 126.0.0.0,,,22-06-2024 00:08:20,22-06-2024 00:08:25,5.310s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 1"")",Chrome 126.0.0.0,,,22-06-2024 00:08:25,22-06-2024 00:08:28,3.053s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 2 "")",Chrome 126.0.0.0,,,22-06-2024 00:08:28,22-06-2024 00:08:29,1.391s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 3"")",Chrome 126.0.0.0,,,22-06-2024 00:08:29,22-06-2024 00:08:30,0.685s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 4"")",Chrome 126.0.0.0,,,22-06-2024 00:08:30,22-06-2024 00:08:31,0.641s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 5"")",Chrome 126.0.0.0,,,22-06-2024 00:08:31,22-06-2024 00:08:31,0.636s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 6"")",Chrome 126.0.0.0,,,22-06-2024 00:08:31,22-06-2024 00:08:32,0.679s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 7"")",Chrome 126.0.0.0,,,22-06-2024 00:08:32,22-06-2024 00:08:33,0.645s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 8 "")",Chrome 126.0.0.0,,,22-06-2024 00:08:33,22-06-2024 00:08:33,0.604s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport9"")",Chrome 126.0.0.0,,,22-06-2024 00:08:33,22-06-2024 00:08:34,0.620s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 10"")",Chrome 126.0.0.0,,,22-06-2024 00:08:34,22-06-2024 00:08:35,0.620s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport11"")",Chrome 126.0.0.0,,,22-06-2024 00:08:35,22-06-2024 00:08:35,0.592s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport12"")",Chrome 126.0.0.0,,,22-06-2024 00:08:35,22-06-2024 00:08:36,0.604s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport13"")",Chrome 126.0.0.0,,,22-06-2024 00:08:36,22-06-2024 00:08:36,0.597s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport14"")",Chrome 126.0.0.0,,,22-06-2024 00:08:36,22-06-2024 00:08:37,0.605s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport15"")",Chrome 126.0.0.0,,,22-06-2024 00:08:37,22-06-2024 00:08:38,0.607s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport16"")",Chrome 126.0.0.0,,,22-06-2024 00:08:38,22-06-2024 00:08:38,0.582s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport17"")",Chrome 126.0.0.0,,,22-06-2024 00:08:38,22-06-2024 00:08:39,0.596s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport16"")",Chrome 126.0.0.0,,,22-06-2024 00:08:39,22-06-2024 00:08:39,0.613s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,22-06-2024 00:08:39,22-06-2024 00:08:39,0.134s,PASSED
,,,,,,,
Test Cases/TCs_W/request,Chrome 126.0.0.0,,,22-06-2024 00:08:39,22-06-2024 00:08:40,0.653s,PASSED
