Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS3,Chrome 126.0.0.0,,,22-06-2024 00:38:56,22-06-2024 00:39:50,53.322s,PASSED
,,,,,,,
Test Cases/TCs_W/TC1,Chrome 126.0.0.0,,,22-06-2024 00:38:56,22-06-2024 00:38:58,1.440s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,22-06-2024 00:38:57,22-06-2024 00:38:58,1.211s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,22-06-2024 00:38:58,22-06-2024 00:38:58,0.108s,PASSED
,,,,,,,
Test Cases/TCs_W/TC10,Chrome 126.0.0.0,,,22-06-2024 00:38:58,22-06-2024 00:38:59,0.936s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,22-06-2024 00:38:58,22-06-2024 00:38:59,0.824s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,22-06-2024 00:38:59,22-06-2024 00:38:59,0.101s,PASSED
,,,,,,,
Test Cases/TCs_W/request,Chrome 126.0.0.0,,,22-06-2024 00:38:59,22-06-2024 00:38:59,0.703s,PASSED
"sendRequest(findTestObject(""New Request""))",Chrome 126.0.0.0,,,22-06-2024 00:38:59,22-06-2024 00:38:59,0.638s,PASSED
,,,,,,,
Test Cases/TCs_W/checkpoint,Chrome 126.0.0.0,,,22-06-2024 00:38:59,22-06-2024 00:39:46,46.127s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,22-06-2024 00:39:00,22-06-2024 00:39:00,0.804s,PASSED
"navigateToUrl(""https://academy.katalon.com/"")",Chrome 126.0.0.0,,,22-06-2024 00:39:00,22-06-2024 00:39:31,30.521s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 1"")",Chrome 126.0.0.0,,,22-06-2024 00:39:31,22-06-2024 00:39:33,2.402s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 2 "")",Chrome 126.0.0.0,,,22-06-2024 00:39:33,22-06-2024 00:39:34,0.714s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 3"")",Chrome 126.0.0.0,,,22-06-2024 00:39:34,22-06-2024 00:39:35,0.804s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 4"")",Chrome 126.0.0.0,,,22-06-2024 00:39:35,22-06-2024 00:39:36,0.761s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 5"")",Chrome 126.0.0.0,,,22-06-2024 00:39:36,22-06-2024 00:39:36,0.707s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 6"")",Chrome 126.0.0.0,,,22-06-2024 00:39:36,22-06-2024 00:39:37,0.735s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 7"")",Chrome 126.0.0.0,,,22-06-2024 00:39:37,22-06-2024 00:39:38,0.876s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 8 "")",Chrome 126.0.0.0,,,22-06-2024 00:39:38,22-06-2024 00:39:39,0.719s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport9"")",Chrome 126.0.0.0,,,22-06-2024 00:39:39,22-06-2024 00:39:39,0.704s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 10"")",Chrome 126.0.0.0,,,22-06-2024 00:39:39,22-06-2024 00:39:40,0.707s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport11"")",Chrome 126.0.0.0,,,22-06-2024 00:39:40,22-06-2024 00:39:41,0.702s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport12"")",Chrome 126.0.0.0,,,22-06-2024 00:39:41,22-06-2024 00:39:41,0.698s,PASSED
