Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS2,Chrome 126.0.0.0,,,22-06-2024 11:38:53,22-06-2024 11:39:20,26.985s,PASSED
,,,,,,,
Test Cases/TCs_W/checkpoint,Chrome 126.0.0.0,,,22-06-2024 11:38:53,22-06-2024 11:39:12,18.862s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,22-06-2024 11:38:53,22-06-2024 11:38:54,0.940s,PASSED
"navigateToUrl(""https://academy.katalon.com/"")",Chrome 126.0.0.0,,,22-06-2024 11:38:54,22-06-2024 11:38:59,5.223s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 1"")",Chrome 126.0.0.0,,,22-06-2024 11:38:59,22-06-2024 11:39:01,2.125s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 2 "")",Chrome 126.0.0.0,,,22-06-2024 11:39:01,22-06-2024 11:39:02,0.609s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 3"")",Chrome 126.0.0.0,,,22-06-2024 11:39:02,22-06-2024 11:39:03,0.639s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 4"")",Chrome 126.0.0.0,,,22-06-2024 11:39:03,22-06-2024 11:39:03,0.606s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 5"")",Chrome 126.0.0.0,,,22-06-2024 11:39:03,22-06-2024 11:39:04,0.665s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 6"")",Chrome 126.0.0.0,,,22-06-2024 11:39:04,22-06-2024 11:39:05,0.606s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 7"")",Chrome 126.0.0.0,,,22-06-2024 11:39:05,22-06-2024 11:39:05,0.621s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 8 "")",Chrome 126.0.0.0,,,22-06-2024 11:39:05,22-06-2024 11:39:06,0.615s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport9"")",Chrome 126.0.0.0,,,22-06-2024 11:39:06,22-06-2024 11:39:06,0.599s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 10"")",Chrome 126.0.0.0,,,22-06-2024 11:39:06,22-06-2024 11:39:07,0.608s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport11"")",Chrome 126.0.0.0,,,22-06-2024 11:39:07,22-06-2024 11:39:08,0.614s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport12"")",Chrome 126.0.0.0,,,22-06-2024 11:39:08,22-06-2024 11:39:08,0.591s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport13"")",Chrome 126.0.0.0,,,22-06-2024 11:39:08,22-06-2024 11:39:09,0.609s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport14"")",Chrome 126.0.0.0,,,22-06-2024 11:39:09,22-06-2024 11:39:09,0.583s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport15"")",Chrome 126.0.0.0,,,22-06-2024 11:39:09,22-06-2024 11:39:10,0.597s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport16"")",Chrome 126.0.0.0,,,22-06-2024 11:39:10,22-06-2024 11:39:11,0.600s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport17"")",Chrome 126.0.0.0,,,22-06-2024 11:39:11,22-06-2024 11:39:11,0.600s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport16"")",Chrome 126.0.0.0,,,22-06-2024 11:39:11,22-06-2024 11:39:12,0.598s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,22-06-2024 11:39:12,22-06-2024 11:39:12,0.113s,PASSED
,,,,,,,
Test Cases/TCs_W/request,Chrome 126.0.0.0,,,22-06-2024 11:39:12,22-06-2024 11:39:12,0.469s,PASSED
