Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS4,Chrome 126.0.0.0,,,22-06-2024 11:30:55,22-06-2024 11:31:20,25.000s,PASSED
,,,,,,,
Test Cases/TCs_W/checkpoint,Chrome 126.0.0.0,,,22-06-2024 11:30:55,22-06-2024 11:31:19,23.653s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,22-06-2024 11:30:55,22-06-2024 11:30:57,2.131s,PASSED
"navigateToUrl(""https://academy.katalon.com/"")",Chrome 126.0.0.0,,,22-06-2024 11:30:57,22-06-2024 11:31:06,8.668s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 1"")",Chrome 126.0.0.0,,,22-06-2024 11:31:06,22-06-2024 11:31:08,2.281s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 2 "")",Chrome 126.0.0.0,,,22-06-2024 11:31:08,22-06-2024 11:31:09,0.615s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 3"")",Chrome 126.0.0.0,,,22-06-2024 11:31:09,22-06-2024 11:31:10,0.596s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 4"")",Chrome 126.0.0.0,,,22-06-2024 11:31:10,22-06-2024 11:31:10,0.637s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 5"")",Chrome 126.0.0.0,,,22-06-2024 11:31:10,22-06-2024 11:31:11,0.604s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 6"")",Chrome 126.0.0.0,,,22-06-2024 11:31:11,22-06-2024 11:31:12,0.651s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 7"")",Chrome 126.0.0.0,,,22-06-2024 11:31:12,22-06-2024 11:31:12,0.581s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 8 "")",Chrome 126.0.0.0,,,22-06-2024 11:31:12,22-06-2024 11:31:13,0.622s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport9"")",Chrome 126.0.0.0,,,22-06-2024 11:31:13,22-06-2024 11:31:13,0.602s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport 10"")",Chrome 126.0.0.0,,,22-06-2024 11:31:13,22-06-2024 11:31:14,0.615s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport11"")",Chrome 126.0.0.0,,,22-06-2024 11:31:14,22-06-2024 11:31:15,0.595s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport12"")",Chrome 126.0.0.0,,,22-06-2024 11:31:15,22-06-2024 11:31:15,0.622s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport13"")",Chrome 126.0.0.0,,,22-06-2024 11:31:15,22-06-2024 11:31:16,0.578s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport14"")",Chrome 126.0.0.0,,,22-06-2024 11:31:16,22-06-2024 11:31:16,0.606s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport15"")",Chrome 126.0.0.0,,,22-06-2024 11:31:16,22-06-2024 11:31:17,0.617s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport16"")",Chrome 126.0.0.0,,,22-06-2024 11:31:17,22-06-2024 11:31:18,0.614s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport17"")",Chrome 126.0.0.0,,,22-06-2024 11:31:18,22-06-2024 11:31:18,0.612s,PASSED
"takeScreenshotAsCheckpoint(""current_viewport16"")",Chrome 126.0.0.0,,,22-06-2024 11:31:18,22-06-2024 11:31:19,0.592s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,22-06-2024 11:31:19,22-06-2024 11:31:19,0.113s,PASSED
,,,,,,,
Test Cases/TCs_W/request,Chrome 126.0.0.0,,,22-06-2024 11:31:19,22-06-2024 11:31:19,0.522s,PASSED
"sendRequest(findTestObject(""New Request""))",Chrome 126.0.0.0,,,22-06-2024 11:31:19,22-06-2024 11:31:19,0.496s,PASSED
,,,,,,,
Test Cases/TCs_W/TC1,Chrome 126.0.0.0,,,22-06-2024 11:31:19,22-06-2024 11:31:20,0.766s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,22-06-2024 11:31:19,22-06-2024 11:31:20,0.660s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,22-06-2024 11:31:20,22-06-2024 11:31:20,0.086s,PASSED
